"","id","my_text_data","name","Location","Date","Sentiment"
"987",987,"Ensure to stock on food &amp; supplies, there's a possibility that the country may be shut down &amp; places into quarantine due to the COVID-19 


(those that live internationally, ie USA) 


Some schools have already been shit down due to virus scares and some who even contracted it.",45939,"UK","13/03/2020","Negative"
"988",988,"News: avoid crowded areas


Society: 100 people jam packed in one grocery store





How is this helping the problem???  #Covid_19 #CoronaOutbreak",45940,"UK","13/03/2020","Negative"
"989",989,"Well done @premierleague for postponing all footy matches until April 3rd / April 4th due to the #coronavirus 





https://t.co/3orhGMdmXi





Stock markets at their lowest, public stock piling food, most sport cancelled, 208 new cases today in UK and I don't think we are at its worst.",45941,"UK","13/03/2020","Extremely Negative"
"990",990,"My local grocery store #Covid_19 https://t.co/zhqnNZip93",45942,"UK","13/03/2020","Neutral"
"991",991,"Me getting ready to go to work at a grocery store while this Coronavirus is boomin and people are being psycho 


 https://t.co/WYKsIGN0yo


#CoronaVirus #COVID2019 #lockdown #CoronaOutbreak",45943,"UK","13/03/2020","Positive"
"992",992,"That's the line in front of the supermarket in my neighborhood.  They said they can let between 5 and 30 people inside at the same time #Sofia #Bulgaria #Covid_19 #CoronaOutbreak https://t.co/wd4Gp0BCtA",45944,"UK","13/03/2020","Neutral"
"993",993,"and such attacks can seriously damage economy as well as consumer confidence. The later destructive activity is called agrobioterrorism and is subtype of agro-terrorism.


#Covid_19 


#COVID19 


? #???_?????_???





#CoronaFromUSA 


#?????_??_?????? https://t.co/bwnuBeXx7h",45945,"UK","13/03/2020","Extremely Negative"
"994",994,"These infographics help put things to perspective. Seriously, do not go out and buy shit in bulk and avoid Chinese food. Don't panic. #CoronavirusPandemic #Covid_19 https://t.co/vpnlAQ4NsU",45946,"UK","13/03/2020","Extremely Negative"
"995",995,"the grocery store is out of toilet paper. i think people are freaking out and buying toilet paper because they are afraid of being quarantined. #Coronavirus #WuhanVirus #COVD19 #COVID19 #COVID_19 #CoronavirusPandemic https://t.co/9fzSGlcBf4",45947,"UK","13/03/2020","Negative"
"996",996,"DONT FORGET TO BE POLITE TO OTHERS, ESPECIALLY THE PEOPLE WORKING AT THE GROCERY STORE RIGHT NOW! THEYRE WORKING THEIR ASSES OFF! #QuarantineAndChill #StateOfEmergency #Covid_19 #lockdown #NationalEmergency #CoronaOutbreak #FridayThoughts",45948,"USA","13/03/2020","Positive"
"997",997,"Wow now the time has come here too kindergartens amp schools are closed from Monday to April 20th because of Corona So we re not far from Italy s situation anymore I m going to do a lot of stock shopping today canned food frozen food drinks toilet paper",45949,"UK","13/03/2020","Positive"
"998",998,"#Coronavirus: nieuw woord geleerd ""statistieken stalkers""





https://t.co/fLamEBSjwr





?[statistics] stalkers also agreed more than non-stalkers did with the statement that it was important to stock up on water, food and toilet paper to prepare for a virus outbreak",45950,"UK","13/03/2020","Positive"
"999",999,"Wow, even expensive meat is gone. Supermarket packed. Disifectant is all gone. #Covid_19 https://t.co/6SBJS852GN",45951,"UK","13/03/2020","Positive"
"1000",1000,"I'm still trying to figure out why people are going nuts buying half the grocery store out.





I went my local Kroger





Bread, gone


Water, gone


Eggs, gone


TP, gone


Plus many more...





MSM has ppl scared out of their mind over #Covid_19  and hoarding groceries.





This is UNREAL!",45952,"UK","13/03/2020","Extremely Negative"
"1001",1001,"Can someone explain why the gas prices so low? With everything going #Covid_19 #CoronaOutbreak",45953,"UK","13/03/2020","Negative"
"1002",1002,"You can tell this episode of Here's Lucy is from a long time ago...because the grocery store they went to is fully stocked, ha!


Interesting timing to have it airing while our supermarkets have empty shelves!? 


#LosAngeles #California #emergencypreparedness #Covid_19 #coronavirus https://t.co/6AeporFXqm",45954,"UK","13/03/2020","Positive"
"1003",1003,"Call your Rep amp Senators today amp demand they pass the bill It contains Free testing 14 days paid sick leave 3 months paid family leave Expanded unemployment insurance amp food security Medicaid funds Lives are on the line 202 224 3121",45955,"USA","13/03/2020","Negative"
"1004",1004,"I coughed at the grocery store tonight. This dude looked like he wanted to stab me! Like chill bro, I got allergies! I swear ?? #Covid_19 #coronavirus #allergies",45956,"UK","13/03/2020","Neutral"
"1005",1005,"Someone else said this Being able to stock up on food is a privilege Having sick leave is an American privilege WFH is an American privilege If you have these privileges do what you can to help others who don t We in this together",45957,"UK","13/03/2020","Extremely Positive"
"1006",1006,"So someone please explain to me why we are encouraging people to stay in their houses and avoid public places and then shaming them WHEN THEY STOCK UP OF FOOD AND WATER TO STAY HOME! 


#Covid_19",45958,"UK","13/03/2020","Positive"
"1007",1007,"I think #Covid_19 has shown the UKs true colours. 


Everyone hates everyone and theyre all out for themselves, so selfish and typically British..only have to look at supermarket shelves for proof #BeKind 


Done with this planet, let me off NOW ?? https://t.co/dLbkThle3a",45959,"UK","13/03/2020","Extremely Negative"
"1008",1008,"News: Grocery stores cant keep food on the shelves.





Mom: Should we stock up on food? 


Me: Na, Ill just buy yall some beans and rice.





Arrive at @HEB - shelves empty ? sees 2 bags of rice ?





Mom: Nice they had rice, wheres the beans. 


Me: Um, so what happened was


#Covid_19 https://t.co/4idqoTHxcL",45960,"UK","13/03/2020","Positive"
"1009",1009,"Wake-up call for the consumer society! I believe this is natures way of slapping us in the face. Wealth has to be divided equally across the globe. The infrastructure is here already (internet). To turn things around and manage this we have #DLT #Blockchain #bitcoin 


#Covid_19",45961,"UK","13/03/2020","Positive"
"1010",1010,"I'm sending love to doctors, nurses and supermarket employees across the world ? 





Together, all across the World we can beat this Virus!





#bitcoin #Covid_19 #covid19Nederland #COVID2019NL https://t.co/qxOUOsBIZQ",45962,"UK","13/03/2020","Extremely Positive"
"1011",1011,"Ok, now this shit is gettin way outta hand! ??? #CostcoPanicBuying 


#coronapocalypse https://t.co/TR71hl0VUH",45963,"UK","13/03/2020","Positive"
"1012",1012,"the supermarket shelves in NYC. Loo roll hoarding is not just an Aussie thing! 





#aupol #coronavirus #Covid_19 https://t.co/hScuxnBgoG",45964,"UK","13/03/2020","Neutral"
"1013",1013,"Omg I am in line just to get food!! I am back in Nicaragua ??thank you Democrats for promoting panic!!#coronapocalypse #Covid_19 https://t.co/L21eBcjIE9",45965,"USA","13/03/2020","Positive"
"1014",1014,"So I was just on the Costco app and you know what they have toilet paper that they will deliver to your door in 2 days at fully normal prices......go figure????? #Covid_19 #Hoarding",45966,"UK","13/03/2020","Neutral"
"1015",1015,"The grocery store is out of control. #Covid_19",45967,"UK","13/03/2020","Neutral"
"1016",1016,"@totemranch613 @sohos1963 This=as bad for the ?as the Paris Accord:IT'S  PLAIN TO SEE THAT GLOBALISTS ARE PUSHING EVERYWHERE W/THEIR AGENDA OF?DOMINATION:THEY?THEIR MOMENT IS NOW,WITH ?MARKETS VOLATILE D/T CHINA'S COVID-19 SPREAD+ENSUING PANIC,AN ELECTION",45968,"UK","13/03/2020","Extremely Negative"
"1017",1017,"Breaking!





CCP army arrested citizens after protests against high food prices in #Wuhan #China





#COVID2019 #WuhanCoronavirus #COVID19 #coronavirus coronavirus https://t.co/BCLqB8MZXy",45969,"UK","13/03/2020","Extremely Negative"
"1018",1018,"I don't usually do that kind of tweet, but I would like to tell you guys how things went in my small place in France because of that #Covid_19. And trust me, I never... ever saw that in my entire life. Even some colleagues at the supermarket who are here for over 10 years...",45970,"UK","13/03/2020","Extremely Positive"
"1019",1019,"The news networks were disallowed from issuing proper warnings about coronavirus in order to save the stock prices of the corporations who own them.





The many deaths that will occur as a result of this deception are a sacrifice they willingly made.  #Covid_19 https://t.co/uv6SvlcWHT",45971,"UK","13/03/2020","Negative"
"1020",1020,"Happy to report that I jumped on the panic shopping band wagon weeks ago and stocked up on the essentials, which really only consisted of dog food so my baby doesnt go hungry. #Priorities #Covid_19 #coronapocalypse https://t.co/I8ncKCuypo",45972,"UK","13/03/2020","Positive"
"1021",1021,"Judging by the supermarket shelves, the 'be kind' has been replaced with 'fuck you'. 





#Covid_19 


#coronavirus 


#panicbuying",45973,"UK","13/03/2020","Neutral"
"1022",1022,"In these difficult times please consider donating to your local #FoodbankFriday


@CAFODWestmin @CAFODSouthwark


As panic buys are causing a lot of shortages.





https://t.co/O6ROyXLChZ


Our Lady of Fatima, pray for us.


#Covid_19 #Lent2020",45974,"UK","13/03/2020","Negative"
"1023",1023,"It makes me sad to think about all the food that will go to waste after the dust settles around #Covid_19 and people start throwing out the food they panic-bought. 





Please use everything you purchase. Not everyone is as lucky as you to be able to buy ahead.",45975,"USA","13/03/2020","Extremely Negative"
"1024",1024,"I ve never seen it so crowded It was crazy in there  Shopper at Stop amp Shop As more and more people prepare to stay home to slow the spread of stores amp online shopping services have been much busier than usual",45976,"UK","13/03/2020","Negative"
"1025",1025,"While others are able to work from home retail workers are the last ones standing during this pandemic Do you know if your store is taking the necessary measures to protect you and your community",45977,"UK","13/03/2020","Positive"
"1026",1026,"People rushing to stock up of Food, Water, Vitamins C &amp; D plus Zinc to protect against covid-19 before all cities on the globe are LOCKED DOWN. Don't trust the W.H.O.


https://t.co/6jrXMMOGf4 


coronavirus paramedic animalcrossing switch raptors canucks oiler novascotia pei eos ny https://t.co/p3aRXsRNqo",45978,"UK","13/03/2020","Extremely Positive"
"1027",1027,"The economic effect of Covid-19 will likely reduce global demand for oil and will effect other sectors. Saudi Arabia has forced oil prices down to $30 a barrel as well. 





#ahg #finance x #financeservices #coronavirus #oilvscoronavirus #gulfcountires #economy #globaleffect https://t.co/cU77CasWG3",45979,"UK","13/03/2020","Negative"
"1028",1028,"Shopping online because of #Covid_19 #CoronaVirus If you shop with  @boohoo remember to use TopCashback here is what you get back on online purchases sign up free https://t.co/rJjMjU43oU and you will also get a free £5 M&amp;S gift card #boohoo https://t.co/3UGPwVTllU",45980,"UK","13/03/2020","Extremely Positive"
"1029",1029,"Long lines at a grocery store in Caloocan #COVID2019 https://t.co/rrKwvF3I3U",45981,"UK","13/03/2020","Neutral"
"1030",1030,"@dudleymbc @HWDudley @ATBDudley @DudleyPolice Anyone planning to look after #vulnerable #elderly during #coronavirus #COVID19 #pandemic in #UK? Some have no #broadband/ tablet/online banking/online shopping. @alexa99 to reduce loneliness wld be a good ide",45982,"UK","13/03/2020","Negative"
"1031",1031,"So,, I literally only have 2 rolls of toilet paper, I went to the grocery store and ofcourse eVErYtHInG is sold out, yall are insane and rip my ass #hamsteren #Covid_19 https://t.co/MRJyNY3JHr",45983,"UK","13/03/2020","Extremely Negative"
"1032",1032,"Ministry of Consumer Affairs and Public distribution: In view of #Coronavirus, masks (2-ply and 3-ply surgical masks, N95 masks) and sanitizers have been declared Essential Commodities temporarily.",45984,"UK","13/03/2020","Neutral"
"1033",1033,"Tbh all Im trying to find is some Covid-19 discounts for shopping online",45985,"UK","13/03/2020","Neutral"
"1034",1034,"A grown 40 something year old woman coughed directly on to the avocados at my local grocery store. She didnt even have the courtesy to aim for a less desirable fruit or vegetable. #coronavirus",45986,"UK","13/03/2020","Positive"
"1035",1035,"It just shows the spine of our people, in the times of a global outbreak, few opportunists charge exorbitant prices for simple essentials like face mask and hand sanitizer. ????? ?? ????? ??? ??? ?????? 


#coronavirus #CoronavirusOutbreak #handsanitizer",45987,"UK","13/03/2020","Extremely Positive"
"1036",1036,"@quietplacemovie @ParamountPics Why not release it On Demand, streaming? People wanna see it and we'll pay to see it the comfort of our (hopefully) COVID-19 free environment. ? Heck, add a ""COVID-19 tax"" for the consession/food revenue loss.",45988,"UK","13/03/2020","Extremely Positive"
"1037",1037,"Before we go out and start emptying the supermarket shelves please think about the most vulnerable in our country. 


Most supermarkets also have a bin for the food banks. How about putting a couple of tins in that too. 


#Covid_19 https://t.co/m6m2hOFQMk",45989,"UK","13/03/2020","Negative"
"1038",1038,"If youve been to the local supermarket and found theres no toilet roll, pasta, pain relief etc because of panic buying this is the time to turn to local businesses.. those shops your drive past on your way to the supermarket! Helping communities! #Covid_19 #COVID19",45990,"UK","13/03/2020","Negative"
"1039",1039,"What's happening now will definitely re-shape consumer's shopping habits, preferences and expectations in the future. Personal Safety and Hygiene may even top Sustainability or at the very least - be of equal importance. You heard it here first. #coronavirus #chaos",45991,"UK","13/03/2020","Extremely Positive"
"1040",1040,"#coronavirusinKenya


Dear Kenyans...


Preachers will commence their miracle rallies to heal #Covid_19 ...Sell anointing oil to salvage and deliver the sinners..


Businesses will 'boom' ... exuberant prices on the basic stuff...


I hope the situation will be contained soon...",45992,"UK","13/03/2020","Extremely Positive"
"1041",1041,"""While online shopping may benefit in the short term, supply chain issues and uncertain consumer demand could dampen the e-commerce outlook.""





#coronavirus #covid #ecommerce #adimo





https://t.co/JkUZgvNFBw",45993,"UK","13/03/2020","Positive"
"1042",1042,"All of you boomers looked down on millennials for killing brick and mortar, but whos antisocial and doing all of their shopping online now? #Covid_19 #coronavirus",45994,"UK","13/03/2020","Negative"
"1043",1043,"Be kind and patient with everyone you encounter at the grocery store, especially the staff. And bring your reusable bags. #Covid_19 is scary but #ClimateChange is terrifying",45995,"UK","13/03/2020","Extremely Negative"
"1044",1044,"#Coronavirus is hurting #store #foottraffic and #ecommerce won't help much, analysts say https://t.co/KDQMn8qq0C via @RetailDive #brickandmortar #retail #pandemic",45996,"UK","13/03/2020","Positive"
"1045",1045,"#Target, #Walmart address #store #sanitization as #coronavirus concerns mount https://t.co/kyzeWkFXFJ via @RetailDive #brickandmortar #retail #employee #consumer #safety #pandemic",45997,"UK","13/03/2020","Neutral"
"1046",1046,"So your telling me because of #Covid_19 we are suppose to stock food, stay at home, avoid physical contact with others....


So basically WERE BECOMING INTROVERTS


YAY #introverts UNITE",45998,"UK","13/03/2020","Positive"
"1047",1047,"Retail Store Capitalism reaping the benefits of the media's mass bombardment of #covid19 #coronavirus 





Have they colluded and splitting the profits?",45999,"UK","13/03/2020","Extremely Positive"
"1048",1048,"Just off the phone to my friend in Milan. They are not allowed out at all now unless it is to go to the nearest supermarket and they need an online permission form (you have to print it) and proof of address. Otherwise its on the spot fines. #Covid_19",46000,"UK","13/03/2020","Positive"
"1049",1049,"Since last weeks reporting of the impact of the Covid-19 outbreak on global eCommerce activity weve uncovered shifting patterns in online shopping, putting facts behind the digital business trends everyone is talking about.





https://t.co/bZkO9cD4Gv",46001,"UK","13/03/2020","Neutral"
"1050",1050,"Mass hysteria or reasonable preparation? Seen at my local grocery store. Why toilet paper? #covid_19 #coronavirus #masshysteria #hunkerdown @ Fort Collins, Colorado https://t.co/GQ4gyAeKbY",46002,"UK","13/03/2020","Negative"
"1051",1051,"Between primaries and COVID-19, I've come to the unsettling realization that I cope with stress by online shopping. How many sweaters until I feel peace?",46003,"UK","13/03/2020","Positive"
"1052",1052,"@darinadz3030 ?? I am in R?ga next week. ??? I will these people in supermarket. #whereamI #Covid_19",46004,"UK","13/03/2020","Neutral"
"1053",1053,"I m so worried for the people in the camps in Europe Lebanon and so on   And for the homeless I see every day on the way to work   And a lot of the people in our neighbourhood who don t have the financial means to stock up on food etc",46005,"UK","13/03/2020","Negative"
"1054",1054,"Amid panic buying by the public the government seeks to allay fears of of a  food shortage  in the country The Ministry of Food Security amp Consumer Welfare insists that it can withstand hoarding amp assures it can meet the demand during the festive season",46006,"UK","13/03/2020","Negative"
"1055",1055,"The price of garlic has shot up in #Tunisia amid a buying rush as consumers hope it will help protect against the new #coronavirus, despite caution from the World Health Organization @WHO. 





#COVID_19


https://t.co/hq3ZTqMPjE",46007,"UK","13/03/2020","Extremely Positive"
"1056",1056,"Out of toilet roll and the supermarket was sold out.  ""think outside the box, Alan!""  I thought.  So out came the crochet hooks and voila ... 


#coronovarius #COVID_19uk #Covid_19 https://t.co/lLC7EuDMGQ",46008,"UK","13/03/2020","Neutral"
"1057",1057,"Just went to the grocery store to do my routine shopping, and seriously, people, WTF is it with the toilet paper? Why the obsession with that specific item? #Covid_19 #panicbuying",46009,"UK","13/03/2020","Extremely Negative"
"1058",1058,"Be nice to grocery store, drugstore, and other service industry staff. It isnt their fault there are no chickpeas or tp, and they are  possibly facing a more precarious work situation than you are. #coronavirus",46010,"UK","13/03/2020","Negative"
"1059",1059,"Me at the grocery store looking to buy a large bag of Sweet Chili Heat Doritos &amp; everyone else is panic buying 7 years worth of toilet paper and every box of pizza pockets in the frozen food aisle. #Covid_19 https://t.co/Tw5UbX6kjz",46011,"UK","13/03/2020","Positive"
"1060",1060,"First time in 2 weeks that I have seen loo roll in a supermarket! So I bought a sensible quantity of 12! #CalamityCorona #Covid_19 #ToiletPaperApocalypse #stoppanicking",46012,"UK","13/03/2020","Neutral"
"1061",1061,"The flu is more deadly than corona and kills 10 people in one location and people go about their day...3 corona cases confirmed in one location and schools shut down, stock markets plunge, gas prices drop, travel is canceled, and people are quarantined out of suspicion. #Covid_19",46013,"UK","13/03/2020","Extremely Negative"
"1062",1062,"Food Banks Prepare For Heightened Demand Amid #Covid_19 Outbreak | DCist https://t.co/y0v0h3Ys6u",46014,"UK","13/03/2020","Negative"
"1063",1063,"Food bank donations are down by up to c.75% due to Covid-19 - &amp; at the same time demand is likely to rise from people on zero hours contracts who have no work. Please consider donating £ online to your local food bank so they can purchase what they need. Eg @NPFoodbank   1/2",46015,"UK","13/03/2020","Negative"
"1064",1064,"I woke up early to make two different meal plans: regular and meatless. I have no clue what the status of the grocery store will look like today. ???? #Covid_19",46016,"UK","13/03/2020","Positive"
"1065",1065,"A woman waits her turn to enter the supermarket due to the outbreak of the coronavirus disease (COVID-19) in Brussels, Belgium on Mar. 13, 2020.





#Bruxelles #Brussels #Covid_19 #COVID19 #Belgique #BelgiumLockdown #StayHomeBelgium #StayHome #CoronaOutbreak #CoronavirusPandemic https://t.co/v5WejRTH8k",46017,"UK","13/03/2020","Neutral"
"1066",1066,"COVID-19 is getting out of hand now, rumours of the government shutting down the entire continent gathering pace &amp; food stock is disappearing from the markets.",46018,"UK","13/03/2020","Positive"
"1067",1067,"@realDonaldTrump when, exactly, are these mobile testing sites gonna be up and running? Do we need a prescription?  Is this gonna be free? And why the F are we propping up the oil companies' prices? There go the cheap gasoline prices for consumers. #Where",46019,"UK","13/03/2020","Positive"
"1068",1068,"Now that #Covid_19 is in Kenya and PSVs are required to sanitizers. 


1. Fares bout to hike (to cover the cost of sanitizers) unless MOH provides Sanitizers


2. Food prices, especially dry food are about to be scarce and expensive.",46020,"UK","13/03/2020","Neutral"
"1069",1069,"Me: shit buckets, its time to do the weekly shopping





Also me, with a weak af immune system: At this rate, the likelihood of contracting the virus from a supermarket is probably much higher. 


Cream crackers and jam for the rescue I guess. 





#Covid_19",46021,"UK","13/03/2020","Negative"
"1070",1070,"Today I would like to recognize another group of national heros, our supermarket employees.  Thank you for all of your hard work, patience, and understanding. Mind worked through the night to stock shelves and still greeted customers with smiles this morning. #Covid_19 #Heros",46022,"UK","13/03/2020","Extremely Positive"
"1071",1071,"At my local grocery store in New Hampshire... #coronavirus #Covid_19 #NationalEmergency https://t.co/AXuMBSfNU9",46023,"UK","13/03/2020","Neutral"
"1072",1072,"#2 Make sure to thank retail store workers and delivery drivers who are dealing with a LOT. Take the time to ask how they are doing and thank them. #coronavirus #choosekindness",46024,"UK","13/03/2020","Extremely Positive"
"1073",1073,"For people not panicking right now, why the fuck arent you? What supreme knowledge do you possess that others do not?",46025,"UK","13/03/2020","Positive"
"1074",1074,"My husband took this picture at the grocery store last evening. The line up for cashes went all the way to the produce section. #Covid_19 #Ottawa https://t.co/2ba92k3TSL",46026,"UK","13/03/2020","Neutral"
"1075",1075,"I really want to know why people are stock piling food and toilet paper?  Like do you not normally shop at Costco normally?  My roommate and I bought toilet paper a month ago and we still have 24 rolls left. #lol #coronavirus #CoronaOutbreak",46027,"UK","13/03/2020","Positive"
"1076",1076,"I am happy to report that after all the Coronavirus protocols put in effect yesterday in Utah created a buying frenzy at the grocery store, life sustaining products were still available today. #Covid_19 #Priorities #survival #amwriting https://t.co/qxRTALUUaG",46028,"USA","13/03/2020","Positive"
"1077",1077,"People! I do ? not ? care ? what the stock market is doing. I want to know when the tests are coming. I want to know when we can return to normal life. I want to know where I'm getting food next week. Stop telling me about the @#$&amp;* stock market. #Covid_19",46029,"UK","13/03/2020","Negative"
"1078",1078,"We arent supposed to be gathering in large groups, yet there are a 1000 people in the grocery store hoarding food. #Covid_19",46030,"UK","13/03/2020","Neutral"
"1079",1079,"Call now 202 224 3121 and demand Congress pass the bill  Free testing   paid sick leave  3 months paid family leave   Expanded unemployment insurance and food security   Medicaid funds",46031,"UK","13/03/2020","Negative"
"1080",1080,"Friday the 13th. #Covid_19 panic. If you have nothing to do outside, J-UST STAY AT HOME. Filipinos who don't hoard alcohol, face masks and sells them at exorbitant prices, Mag JAKOL. Kudos to Metro Manila, Batangas, Cebu City, Mandaue City for suspending classes. https://t.co/2E6STuMswh",46032,"UK","13/03/2020","Neutral"
"1081",1081,"A grocery store in the #Philippines!


Thanks to #lockdown #manila people are panic buying. We call that #hamsteren and in Germany they call it #Hamsterkaeufe.





You see, the one alcohol is gone but the other is still there. ??????





#CoronaOutbreak #Covid_19 #COVID19 https://t.co/sz3Hh4IHhf",46033,"UK","13/03/2020","Negative"
"1082",1082,"There is no food left in my grocery store BUT LOOKPumpkin Spice things! In March! #COVID2019 https://t.co/rno6BrFk4L",46034,"UK","13/03/2020","Negative"
"1083",1083,"Anyone else scared of #coronavirus causing worldwide food shortages and basic supply shortages because production is halted? Short term hoarding isn't going to protect long term demand. I'm afraid of what will happen to us as a society and how we'll recover.


#FridayThoughts",46035,"UK","13/03/2020","Negative"
"1084",1084,"Thread on people showing #solidarity with one another in the #coronavirus crisis. Saw it yesterday at supermarket: some items were running out, but everyone was in good spirits, joking with each other (and with ourselves) about ""calm panic"" shopping, helping others reach things.",46036,"UK","13/03/2020","Extremely Positive"
"1085",1085,"Amid all the praise about #Homeoffice and the requests of #SocialDistancing I want to greet with a big smile all the supermarket employees and shop assistants who continue to go to work and make home office for many of us possible and thank them deeply! ? #Covid_19",46037,"UK","13/03/2020","Extremely Positive"
"1086",1086,"Pretty sure I'm single handedly financing Poland.





Panic buying has led me to the World Foods section of the supermarket and I've just ransacked it.





#Covid_19",46038,"UK","13/03/2020","Positive"
"1087",1087,"Why does every supermarket look like Tottenham Hotspurs trophy cabinet.... here all week, also if I stay at home due to #COVID_19 Ill be here longer https://t.co/HjaLUBFH0x",46039,"UK","13/03/2020","Positive"
"1088",1088,"The media in USA  need a stop with lies about #Covid_19  #CoronavirusPandemic  they within the next 24  hours half stores in USA will have no stock of food and water and supples tell sometime next week. Buch TV stations are reported this. Just stop it",46040,"UK","13/03/2020","Extremely Negative"
"1089",1089,"Prices of hand sanitizers and nose mask has risen o ???


Now ebe ninja mask we go take go town ??





 #CoronaOutbreak #CoronaVirusUpdate #Covid_19 https://t.co/un4PAqviyg",46041,"UK","13/03/2020","Positive"
"1090",1090,"@PatBloke Yep were avoiding going out cant risk #Covid_19 but experiencing a long wait for supermarket deliveries.  I realise that this places pressure on supermarkets but  @Ocado @sainsburys @Tesco more slots or drivers if possible would be much appr",46042,"UK","13/03/2020","Negative"
"1091",1091,"STOP attacking food store employees, it's NOT our fault yall are being selfish &amp; raiding food at the same time. We keep getting stock each day there's no need to raid but mostly STOP being fcking dcks to employees who can't do anything about this or ur behaviour!!! #coronavirus",46043,"UK","13/03/2020","Extremely Negative"
"1092",1092,"Just spent 1 hour 2 check out of grocery store and all schools  closed in the county lots of businesses closed Thank U  #Covid_19",46044,"UK","13/03/2020","Positive"
"1093",1093,"Forgot toilet papers, I have to go shopping for computers. Schools are closed and going online classes. Never thought this #coronavirus is that powerful.",46045,"UK","13/03/2020","Positive"
"1094",1094,"Before you go to supermarket and stockpile on things like pasta, rice, canned food etc because of #Covid_19 think about those who rely on #foodbanks for their main food source. #foodbanks already have limited supplies so please #donate #share #be_mindful ? https://t.co/lQE9wxbW6d",46046,"UK","13/03/2020","Positive"
"1095",1095,"Local grocery store has no toilet paper due to #CoronaOutbreak #CoronavirusOutbreak #coronapocalypse #Covid_19 #panickbuying Please stop panic buying up all the toilet paper people. This isnt a world-end scenario! https://t.co/6EqS8ef1zm",46047,"USA","13/03/2020","Extremely Negative"
"1096",1096,"This is what selfish greedy people's homes look like.


#Covid_19 #panicbuying 


Here is all the food you need but can't find anymore. https://t.co/praW6PDeHN",46048,"UK","13/03/2020","Negative"
"1097",1097,"Okey, if you have hoarded at the supermarket so be it. But make sure you don't let it spoil!!


Springclean your cupboards.


Sort what you have by type and use-by date.


Use up older stocks first.


Prevent #foodwaste 


#Covid_19 #coronavirus",46049,"UK","13/03/2020","Positive"
"1098",1098,"Why are old people... perusing through a grocery store... with no gloves on? And I look like a character off of Assassin's Creed. Make it make sense. #WeTrynnaSaveYall #COVID2019 https://t.co/b0jvSXF6P4",46050,"UK","13/03/2020","Positive"
"1099",1099,"#panickbuying #Covid_19 for all those buying everything out to sell at inflated prices youre no hustler youre a piece of shit.",46051,"UK","13/03/2020","Extremely Negative"
"1100",1100,"Have you done with your supermarket issues? Buy whatever you want, then pardon me, I also would like to buy something if you let me. How many packages and why? When does this crazy behavior stop? 


#Norway #Oslo #COVID #coronavirusnorge #coronavirus #CoronaOutbreak #Covid_19",46052,"UK","13/03/2020","Neutral"
"1101",1101,"This #Covid_19 is scary and confusing. Schools are closing in my area now. Grocery store shelves are empty. Not sure what I should do so just staying in and hoping I dont run out of #toiletpaper #CoronavirusPandemic",46053,"UK","13/03/2020","Extremely Negative"
"1102",1102,"2/ I couldn't even hold a basket in the grocery store without my arm muscles burning. I refused to cook for my family and kept my distance. I think #Covid_19 has been in the US for a long time disguised as the flu. What a well designed disease! #coronavirus",46054,"UK","13/03/2020","Negative"
"1103",1103,"Every supermarket right now #CoronavirusPandemic #Covid_19 https://t.co/z9ILi3YyXP",46055,"UK","13/03/2020","Neutral"
"1104",1104,"#Covid_19 is not only effected Human Lifes but also it's impact on global  #cryptomarket. The prices of #cryptocurrency is largely down.





#crytocurrency #Covid_19 #marketcrash",46056,"UK","13/03/2020","Neutral"
"1105",1105,"An #Apple retail employee who works at a location in Santa Monica, California has tested positive for COVID-19, Apple confirmed on Friday. https://t.co/uMw1d8Brhh https://t.co/KSdamvat6B",46057,"UK","13/03/2020","Positive"
"1106",1106,"Popping in from the abyss to say that working in a grocery store, especially as an online order person, is Hell right now.





People are panicking, rude, and someone coughed on the last toilet paper we had because he thought they were too expensive. I'm so, so tired 1/4 #Covid_19",46058,"USA","13/03/2020","Extremely Negative"
"1107",1107,"Me navigating through the grocery store not trying to get the #Covid_19! https://t.co/nZx5Rrc9g7",46059,"UK","13/03/2020","Neutral"
"1108",1108,"@SadhguruJV Saar, @SriSri Sir @yogrishiramdev ji 


I am looking for some gyaan please. You guys have spoken on Economy, Value of Indian rupees Vs US Dollar, Petrol prices, Politics, Social issues. 


Anything on #CoronavirusPandemic


#CoronaOutbreak 


",46060,"UK","13/03/2020","Positive"
"1109",1109,"Accidently ass-bumped someone in the supermarket. She thought it was a great corona alternative to shaking hands. Made me think of @ericstonestreet's Moon Landing in Modern Family #Covid_19 #Corona",46061,"UK","13/03/2020","Neutral"
"1110",1110,"I went to the Grocery Store today to pick up a few things and I just have to ask. Why the hell is everyone freaking out over Toilet Paper ? ???? #ThursdayThoughts #Covid_19 #ToiletPaperApocalypse https://t.co/16PS4ZP3Qa",46062,"USA","13/03/2020","Extremely Negative"
"1111",1111,"Will online shopping become even more important to you, because of virus outbreaks like #Covid_19  #CoronavirusPandemic",46063,"UK","13/03/2020","Positive"
"1112",1112,"@MandalaySamui The test for #COVID19 costs ~4000 -10'000 thb. MOPH #Thailand site said only 4 hospitals have #covid_19 testing capabilities but not these two. Shame on them, raising the prices up that high. #coronavirus #COVID19 #COVID2019 #Covid_19 #????",46064,"UK","13/03/2020","Positive"
"1113",1113,"happening right now at our local supermarket. #Covid_19 https://t.co/1jFNxWVpLd",46065,"UK","13/03/2020","Neutral"
